ID,Model,ModelParameters,TransformationParameters,Ensemble
d8b4319804331a5d65cb7b733a341526,RollingRegression,"{""regression_model"": {""model"": ""MLP"", ""model_params"": {""hidden_layer_sizes"": [25, 15, 25], ""max_iter"": 250, ""activation"": ""relu"", ""solver"": ""lbfgs"", ""early_stopping"": false, ""learning_rate_init"": 0.001}}, ""holiday"": false, ""mean_rolling_periods"": 30, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 96, ""min_rolling_periods"": null, ""ewm_var_alpha"": null, ""quantile90_rolling_periods"": null, ""quantile10_rolling_periods"": null, ""ewm_alpha"": null, ""additional_lag_periods"": 6, ""abs_energy"": false, ""rolling_autocorr_periods"": 30, ""nonzero_last_n"": null, ""add_date_part"": null, ""polynomial_degree"": null, ""x_transform"": null, ""regression_type"": null}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}}}",0
bc259a5e7098eba0e9a63439a18637a6,MultivariateMotif,"{""window"": 2, ""point_method"": ""weighted_mean"", ""distance_metric"": ""sqeuclidean"", ""k"": 1, ""max_windows"": 10000}","{""fillna"": ""zero"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
754f4f3f4f6997f8879f521285503321,MultivariateMotif,"{""window"": 10, ""point_method"": ""weighted_mean"", ""distance_metric"": ""sqeuclidean"", ""k"": 10, ""max_windows"": 10000}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {}}}",0
e1b752fa6c48198b83c3ad1642e00e1a,MultivariateMotif,"{""window"": 10, ""point_method"": ""weighted_mean"", ""distance_metric"": ""euclidean"", ""k"": 10, ""max_windows"": 10000}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {}}}",0
f8140eb9110572809667c06024caff9f,MultivariateMotif,"{""window"": 10, ""point_method"": ""closest"", ""distance_metric"": ""sqeuclidean"", ""k"": 10, ""max_windows"": 10000}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
a6811c18f2a1301b8b173a3170b0d14b,MultivariateMotif,"{""window"": 2, ""point_method"": ""weighted_mean"", ""distance_metric"": ""matching"", ""k"": 5, ""max_windows"": 1000}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {}}}",0
cd0a97e2fdd91ee2109a68411a454880,MultivariateRegression,"{""regression_model"": {""model"": ""RandomForest"", ""model_params"": {""n_estimators"": 200, ""min_samples_leaf"": 1, ""bootstrap"": true}}, ""mean_rolling_periods"": null, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 4, ""min_rolling_periods"": null, ""quantile90_rolling_periods"": 10, ""quantile10_rolling_periods"": 30, ""ewm_alpha"": 0.2, ""ewm_var_alpha"": 0.5, ""additional_lag_periods"": null, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""nonzero_last_n"": null, ""datepart_method"": null, ""polynomial_degree"": null, ""regression_type"": null, ""window"": 3, ""holiday"": true, ""probabilistic"": false, ""scale_full_X"": false, ""cointegration"": null, ""cointegration_lag"": 1, ""series_hash"": false}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
41f7114f230259f78823771c535c7617,MultivariateMotif,"{""window"": 7, ""point_method"": ""median"", ""distance_metric"": ""matching"", ""k"": 10, ""max_windows"": 10000}","{""fillna"": ""zero"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {}}}",0
b152a900a44dfd3e47cdf29890099d5b,SectionalMotif,"{""window"": 50, ""point_method"": ""midhinge"", ""distance_metric"": ""sokalsneath"", ""include_differenced"": true, ""k"": 3, ""stride_size"": 1, ""regression_type"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {}}}",0
d0486e25ebd04a451fb3e2a18e9a45c1,MultivariateRegression,"{""regression_model"": {""model"": ""RandomForest"", ""model_params"": {""n_estimators"": 200, ""min_samples_leaf"": 1, ""bootstrap"": true}}, ""mean_rolling_periods"": 5, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 4, ""min_rolling_periods"": null, ""quantile90_rolling_periods"": 10, ""quantile10_rolling_periods"": null, ""ewm_alpha"": 0.2, ""ewm_var_alpha"": 0.5, ""additional_lag_periods"": null, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""nonzero_last_n"": null, ""datepart_method"": null, ""polynomial_degree"": null, ""regression_type"": null, ""window"": 3, ""holiday"": false, ""probabilistic"": false, ""scale_full_X"": false, ""cointegration"": ""BTCD"", ""cointegration_lag"": 2, ""series_hash"": false}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
